id,created_at,content,cleaned,sentiment_score,label
1924027451832774892,2025-05-18 09:01:05+00:00,@RURA_RWANDA @CityofKigali Rwanda Rolls Out Distance-Based Public Transport Fare System via @FurtherAfrica https://t.co/91OKk0x4D1  ibi ni byiza cyane,rwanda rolls out distance-based public transport fare system via ibi ni byiza cyane,0.0,neutral
